"DAY","Oxy.kg/m^3"
2021-06-15,0.00514201923076923
2021-06-16,0.00594057625
2021-06-17,0.00704716260869565
2021-06-18,0.00696616416666667
2021-06-19,0.00697242583333333
2021-06-20,0.00631379416666667
2021-06-21,0.00669054458333333
2021-06-22,0.0067484675
2021-06-23,0.00591284818181818
2021-06-24,0.00642978541666667
2021-06-25,0.00697930625
2021-06-26,0.00746011958333333
2021-06-27,0.00761736875
2021-06-28,0.00686769375
2021-06-29,0.0063300675
2021-06-30,0.0065090415
2021-07-01,0.007270865
2021-07-02,0.00721926208333333
2021-07-03,0.00746624208333333
2021-07-04,0.00628570541666667
2021-07-05,0.00611440083333333
2021-07-06,0.00650828083333333
2021-07-07,0.00629871434782609
2021-07-08,0.00649021875
2021-07-09,0.00709049416666667
2021-07-10,0.00692940291666667
2021-07-11,0.00715881125
2021-07-12,0.00773849454545455
2021-07-13,0.00653719647058824
2021-07-14,0.00664297695652174
2021-07-15,0.0065634575
2021-07-16,0.00504797791666667
2021-07-17,0.00434596416666667
2021-07-18,0.00424855416666667
2021-07-19,0.00543870875
2021-07-20,0.00628190083333333
2021-07-21,0.00623581125
2021-07-22,0.00628995958333333
2021-07-23,0.00608166958333333
2021-07-24,0.00537071166666667
2021-07-25,0.00529056083333333
2021-07-26,0.00505582625
2021-07-27,0.00588826541666667
2021-07-28,0.00600538541666667
2021-07-29,0.00594141541666667
2021-07-30,0.00599939208333333
2021-07-31,0.00618270708333333
2021-08-01,0.00608376333333333
2021-08-02,0.00607445916666667
2021-08-03,0.00674761181818182
2021-08-04,0.00634798666666667
2021-08-05,0.00615962541666667
2021-08-06,0.00660825208333333
2021-08-07,0.00615295458333333
2021-08-08,0.00563119083333333
2021-08-09,0.00544225541666667
2021-08-10,0.00601707173913043
2021-08-11,0.00600070208333333
2021-08-12,0.00607074541666667
2021-08-13,0.00586551583333333
2021-08-14,0.0057724
2021-08-15,0.00585242666666667
2021-08-16,0.00542720869565217
2021-08-17,0.00602576083333333
2021-08-18,0.00602682791666667
2021-08-19,0.00547137
2021-08-20,0.00519376590909091
2021-08-21,0.00645651708333333
2021-08-22,0.00663171136363636
2021-08-23,0.00646726260869565
2021-08-24,0.00651255666666667
2021-08-25,0.00634396583333333
2021-08-26,0.00591596625
2021-08-27,0.00532094041666667
2021-08-28,0.00503840875
2021-08-29,0.0047818525
2021-08-30,0.00517695291666667
2021-08-31,0.00589192208333333
2021-09-01,0.00624253541666667
2021-09-02,0.00584154583333333
2021-09-03,0.00560834782608696
2021-09-04,0.00576117875
2021-09-05,0.00654830625
2021-09-06,0.00628735583333333
2021-09-07,0.00577848375
2021-09-08,0.00565091625
2021-09-09,0.00538906583333333
2021-09-10,0.00491842826086957
2021-09-11,0.00525716625
2021-09-12,0.00554325458333333
2021-09-13,0.00597235791666667
2021-09-14,0.00593937958333333
2021-09-15,0.00554335590909091
2021-09-16,0.00519604
2021-09-17,0.00538815869565217
2021-09-18,0.00614015791666667
2021-09-19,0.00586135666666667
2021-09-20,0.00572748541666667
2021-09-21,0.00593971041666667
2021-09-22,0.00630293833333333
2021-09-23,0.00627374739130435
2021-09-24,0.0061292425
2021-09-25,0.00589094666666667
2021-09-26,0.00486227727272727
2021-09-27,0.00412243086956522
2021-09-28,0.0043483475
2021-09-29,0.00487983666666667
2021-09-30,0.00554696458333333
2021-10-01,0.00531672625
2021-10-02,0.005256945
2021-10-03,0.00548254125
2021-10-04,0.00537546952380952
2021-10-05,0.0059934
2021-10-06,0.0108206954166667
2021-10-07,0.0140821947826087
2021-10-08,0.0140909486363636
2021-10-09,0.0070408052173913
2021-10-10,0.00762867708333333
2021-10-11,0.00615143095238095
2021-10-12,0.00663748772727273
2021-10-13,0.00567301275
2021-10-14,0.00469627166666667
2021-10-15,0.00759639208333333
2021-10-16,0.0068828
2021-10-17,0.00680055875
2021-10-18,0.00744728913043478
2021-10-19,0.006658805
2021-10-20,0.00587615916666667
2021-10-21,0.00561962652173913
2021-10-22,0.00492385541666667
2021-10-23,0.00637589083333333
2021-10-24,0.00629511333333333
2021-10-25,0.00525988166666667
2021-10-26,0.0053408775
2021-10-27,0.0063572425
2021-10-28,0.00607118217391304
2021-10-29,0.00611585208333333
2021-10-30,0.00694947916666667
2021-10-31,0.00599126818181818
2021-11-01,0.0051097
2021-11-02,0.00681955083333333
2021-11-03,0.00832559217391304
2021-11-04,0.01023705
2021-11-05,0.00872635916666667
2021-11-06,0.00771605869565217
2021-11-07,0.00736305173913043
2021-11-08,0.00724666291666667
2021-11-09,0.00843411076923077
